symbol,timestamp,liq_long_count,liq_short_count,liq_long_usd_size,liq_short_usd_size,trade_long_count,trade_short_count,trade_long_usd_size,trade_short_usd_size,funding_rate
DOTUSDT,2024-12-10 15:17:49,0,1,0.0,478.26800000000003,0,0,0.0,0.0,0.0001
FILUSDT,2024-12-10 15:17:49,0,3,0.0,6836.6116,0,3,0.0,73233.6465,0.0001
ARBUSDT,2024-12-10 15:17:49,0,2,0.0,4197.572182,1,0,12668.493180000001,0.0,0.0001
BCHUSDT,2024-12-10 15:17:49,0,1,0.0,154.39678,0,0,0.0,0.0,0.0001
WLDUSDT,2024-12-10 15:17:49,0,3,0.0,1294.3126748999998,5,3,70470.121,67857.1913,4.367e-05
CRVUSDT,2024-12-10 15:17:49,0,1,0.0,2.7479999999999998,3,6,31130.23936,89148.70864999999,0.0001
NEARUSDT,2024-12-10 15:17:49,0,2,0.0,795.3924,0,0,0.0,0.0,0.0001
XLMUSDT,2024-12-10 15:17:49,0,1,0.0,6985.3405,0,0,0.0,0.0,0.0001
SANDUSDT,2024-12-10 15:17:49,0,2,0.0,3507.8459799999996,0,0,0.0,0.0,0.0001
AAVEUSDT,2024-12-10 15:17:49,0,1,0.0,2504.1479999999997,8,0,172158.89252000002,0.0,0.0001
RENDERUSDT,2024-12-10 15:17:49,0,0,0.0,0.0,0,0,0.0,0.0,5e-05
APTUSDT,2024-12-10 15:17:49,0,1,0.0,716.674056,0,1,0.0,12008.972600000001,0.0001
FTMUSDT,2024-12-10 15:17:49,0,2,0.0,2308.6735019999996,0,0,0.0,0.0,0.0001
OPUSDT,2024-12-10 15:17:49,0,4,0.0,3238.69113046,0,0,0.0,0.0,0.0001
BTCUSDT,2024-12-10 15:18:49,0,2,0.0,4959.72932,42,65,1177224.9537040002,1549853.3614055004,0.0001
ETHUSDT,2024-12-10 15:18:49,0,6,0.0,24235.403830000003,60,73,1517329.0306319995,1907665.8024629997,0.0001
XRPUSDT,2024-12-10 15:18:49,1,2,375.55776,13102.85286,9,8,126546.53,144203.1606,0.0001
SOLUSDT,2024-12-10 15:18:49,0,1,0.0,2986.8622,19,10,263787.38015000004,132430.32318,0.0001
LINKUSDT,2024-12-10 15:18:49,0,1,0.0,1733.83749,2,5,62687.530399999996,142396.00019999998,0.0001
ADAUSDT,2024-12-10 15:18:49,0,1,0.0,1669.0649,3,0,62472.0178,0.0,0.0001
TRXUSDT,2024-12-10 15:18:49,0,6,0.0,8782.84739,3,8,50160.13723,187633.02131,0.0001
BNBUSDT,2024-12-10 15:18:49,0,1,0.0,20.31561,0,1,0.0,15257.94678,6.237e-05
SUIUSDT,2024-12-10 15:18:49,0,1,0.0,1129.6734000000001,0,1,0.0,11265.626900000001,2.22e-05
HBARUSDT,2024-12-10 15:18:49,0,2,0.0,2048.32946,0,0,0.0,0.0,0.0001
LTCUSDT,2024-12-10 15:18:49,0,1,0.0,2532.09242,0,2,0.0,21754.7622,0.0001
SUSHIUSDT,2024-12-10 15:18:49,0,2,0.0,2068.1905,0,2,0.0,39015.9556,0.0001
UNIUSDT,2024-12-10 15:18:49,0,2,0.0,2637.6648,0,0,0.0,0.0,0.0001
AVAXUSDT,2024-12-10 15:18:49,0,0,0.0,0.0,1,0,10639.615999999998,0.0,0.0001
ALGOUSDT,2024-12-10 15:18:49,0,0,0.0,0.0,1,0,14007.071399999999,0.0,0.0001
ETCUSDT,2024-12-10 15:18:49,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
DOTUSDT,2024-12-10 15:18:49,0,4,0.0,2729.4006000000004,0,6,0.0,88626.05329000001,0.0001
FILUSDT,2024-12-10 15:18:49,0,1,0.0,95.1444,0,0,0.0,0.0,0.0001
ARBUSDT,2024-12-10 15:18:49,0,2,0.0,187.52509500000002,0,0,0.0,0.0,0.0001
BCHUSDT,2024-12-10 15:18:49,0,1,0.0,1552.83,0,2,0.0,36868.278600000005,0.0001
WLDUSDT,2024-12-10 15:18:49,0,3,0.0,1888.2220896,0,5,0.0,98768.3541,4.367e-05
CRVUSDT,2024-12-10 15:18:49,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
NEARUSDT,2024-12-10 15:18:49,0,2,0.0,4736.9607000000005,0,2,0.0,32476.6882,0.0001
XLMUSDT,2024-12-10 15:18:49,0,3,0.0,4344.027260000001,0,1,0.0,12033.4076,0.0001
SANDUSDT,2024-12-10 15:18:49,0,2,0.0,412.65055,0,0,0.0,0.0,0.0001
AAVEUSDT,2024-12-10 15:18:49,0,1,0.0,923.2224,0,0,0.0,0.0,0.0001
RENDERUSDT,2024-12-10 15:18:49,0,0,0.0,0.0,0,0,0.0,0.0,5e-05
APTUSDT,2024-12-10 15:18:49,0,0,0.0,0.0,1,1,18422.810999999998,23721.9132,0.0001
FTMUSDT,2024-12-10 15:18:49,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
OPUSDT,2024-12-10 15:18:49,0,2,0.0,1561.0449524700002,0,1,0.0,14272.4408,0.0001
BTCUSDT,2024-12-10 15:19:49,0,0,0.0,0.0,34,55,606078.6574333998,2563010.2794640996,0.0001
ETHUSDT,2024-12-10 15:19:49,0,2,0.0,6279.89565,32,23,1242838.79088,359371.0619570001,0.0001
XRPUSDT,2024-12-10 15:19:49,0,2,0.0,6183.828509999999,8,38,164215.30820000003,666865.115,0.0001
SOLUSDT,2024-12-10 15:19:49,0,0,0.0,0.0,18,17,327398.50656,274333.84943,0.0001
LINKUSDT,2024-12-10 15:19:49,0,0,0.0,0.0,1,3,15186.5086,79061.12340000001,0.0001
ADAUSDT,2024-12-10 15:19:49,0,1,0.0,4.95615,2,2,23503.66767,28844.13278,0.0001
TRXUSDT,2024-12-10 15:19:49,0,4,0.0,2356.00578,2,3,31867.363549999995,61923.840000000004,0.0001
BNBUSDT,2024-12-10 15:19:49,0,0,0.0,0.0,2,3,24261.759860000002,47517.25757,6.237e-05
SUIUSDT,2024-12-10 15:19:49,0,2,0.0,163.68655299999998,1,0,13151.652909999999,0.0,2.22e-05
HBARUSDT,2024-12-10 15:19:49,0,1,0.0,1164.24245,0,0,0.0,0.0,0.0001
LTCUSDT,2024-12-10 15:19:49,0,1,0.0,95.1475,0,1,0.0,10457.31064,0.0001
SUSHIUSDT,2024-12-10 15:19:49,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
UNIUSDT,2024-12-10 15:19:49,0,1,0.0,1019.7936000000001,1,0,14442.72094,0.0,0.0001
AVAXUSDT,2024-12-10 15:19:49,0,0,0.0,0.0,1,2,13874.658,23118.1844,0.0001
ALGOUSDT,2024-12-10 15:19:49,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ETCUSDT,2024-12-10 15:19:49,0,0,0.0,0.0,1,0,17323.767600000003,0.0,0.0001
DOTUSDT,2024-12-10 15:19:49,0,1,0.0,292.9524,0,0,0.0,0.0,0.0001
FILUSDT,2024-12-10 15:19:49,0,2,0.0,106.70060000000001,0,0,0.0,0.0,0.0001
ARBUSDT,2024-12-10 15:19:49,0,0,0.0,0.0,1,0,10675.39986,0.0,0.0001
BCHUSDT,2024-12-10 15:19:49,0,1,0.0,5180.1,0,0,0.0,0.0,0.0001
WLDUSDT,2024-12-10 15:19:49,0,1,0.0,187.86954770000003,1,0,13915.4568,0.0,4.367e-05
CRVUSDT,2024-12-10 15:19:49,0,0,0.0,0.0,1,0,10083.676800000001,0.0,0.0001
NEARUSDT,2024-12-10 15:19:49,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
XLMUSDT,2024-12-10 15:19:49,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
SANDUSDT,2024-12-10 15:19:49,0,0,0.0,0.0,1,1,15978.629500000001,14092.9165,0.0001
AAVEUSDT,2024-12-10 15:19:49,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
RENDERUSDT,2024-12-10 15:19:49,1,0,1514.6976154499998,0.0,0,0,0.0,0.0,5e-05
APTUSDT,2024-12-10 15:19:49,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
FTMUSDT,2024-12-10 15:19:49,0,0,0.0,0.0,1,0,10577.133600000001,0.0,0.0001
OPUSDT,2024-12-10 15:19:49,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BTCUSDT,2024-12-10 15:20:49,0,4,0.0,5150.90516,26,57,716026.7361927,2505753.1679344987,0.0001
ETHUSDT,2024-12-10 15:20:49,0,9,0.0,42485.44364000001,49,71,1045409.647948,1791432.1708890006,0.0001
XRPUSDT,2024-12-10 15:20:49,0,9,0.0,14772.832809999998,13,17,207312.3861,295186.97099999996,0.0001
SOLUSDT,2024-12-10 15:20:49,0,3,0.0,5543.988799999999,9,12,123634.67125000001,182016.276,0.0001
LINKUSDT,2024-12-10 15:20:49,0,3,0.0,1230.70615,2,0,29865.6028,0.0,0.0001
ADAUSDT,2024-12-10 15:20:49,0,1,0.0,1056.4699600000001,0,1,0.0,17105.14176,0.0001
TRXUSDT,2024-12-10 15:20:49,0,5,0.0,3028.09733,7,7,113226.26305000001,176420.53199999998,0.0001
BNBUSDT,2024-12-10 15:20:49,0,5,0.0,3498.9651999999996,2,4,61364.058020000004,65930.41545999999,6.237e-05
SUIUSDT,2024-12-10 15:20:49,0,6,0.0,7546.9107117,0,1,0.0,10555.546980000001,2.22e-05
HBARUSDT,2024-12-10 15:20:49,0,3,0.0,8299.58816,0,0,0.0,0.0,0.0001
LTCUSDT,2024-12-10 15:20:49,0,1,0.0,5699.56148,0,1,0.0,10661.617,0.0001
SUSHIUSDT,2024-12-10 15:20:49,0,1,0.0,107.05760000000001,0,0,0.0,0.0,0.0001
UNIUSDT,2024-12-10 15:20:49,0,1,0.0,805.3085,0,2,0.0,21386.0408,0.0001
AVAXUSDT,2024-12-10 15:20:49,0,2,0.0,88.2673,0,1,0.0,13142.5473,0.0001
ALGOUSDT,2024-12-10 15:20:49,1,0,9431.1756,0.0,0,0,0.0,0.0,0.0001
ETCUSDT,2024-12-10 15:20:49,0,3,0.0,9835.911919999999,0,0,0.0,0.0,0.0001
DOTUSDT,2024-12-10 15:20:49,0,1,0.0,10.6834,0,0,0.0,0.0,0.0001
FILUSDT,2024-12-10 15:20:49,0,3,0.0,7769.9748,3,4,104382.72,68945.74571,0.0001
ARBUSDT,2024-12-10 15:20:49,0,3,0.0,6421.4068432,0,2,0.0,21989.02708,0.0001
BCHUSDT,2024-12-10 15:20:49,0,7,0.0,12201.431729999998,0,3,0.0,62603.3801,0.0001
WLDUSDT,2024-12-10 15:20:49,0,5,0.0,2353.0699944,1,4,16438.1925,60612.151,4.367e-05
CRVUSDT,2024-12-10 15:20:49,0,1,0.0,6660.8292,0,1,0.0,10430.65116,0.0001
NEARUSDT,2024-12-10 15:20:49,0,3,0.0,2958.7263,0,1,0.0,16474.44,0.0001
XLMUSDT,2024-12-10 15:20:49,0,1,0.0,1228.8052,1,3,23174.529599999998,47989.4931,0.0001
SANDUSDT,2024-12-10 15:20:49,0,1,0.0,4964.17295,0,0,0.0,0.0,0.0001
AAVEUSDT,2024-12-10 15:20:49,0,0,0.0,0.0,0,1,0.0,11722.091579999998,0.0001
RENDERUSDT,2024-12-10 15:20:49,0,0,0.0,0.0,0,0,0.0,0.0,5e-05
APTUSDT,2024-12-10 15:20:49,0,3,0.0,1976.02994,0,3,0.0,69395.0852,0.0001
FTMUSDT,2024-12-10 15:20:49,0,1,0.0,190.950984,0,0,0.0,0.0,0.0001
OPUSDT,2024-12-10 15:20:49,0,2,0.0,1774.55704729,0,2,0.0,55634.27272,0.0001
BTCUSDT,2024-12-10 15:21:49,1,10,3520.0303199999994,42893.078680000006,31,60,1120453.3822782997,1433746.3182874003,0.0001
ETHUSDT,2024-12-10 15:21:49,1,13,6860.08176,356385.98579,39,55,904462.0713729998,1379143.340216,0.0001
XRPUSDT,2024-12-10 15:21:49,0,16,0.0,62175.26033,9,42,107541.5433,849740.2049,0.0001
SOLUSDT,2024-12-10 15:21:49,0,7,0.0,3613.6388999999995,24,32,426900.7586,462916.10706000007,0.0001
LINKUSDT,2024-12-10 15:21:49,0,4,0.0,335.74984,0,9,0.0,139286.8278,0.0001
ADAUSDT,2024-12-10 15:21:49,0,6,0.0,4899.17463,1,11,10999.21156,222530.42945999998,0.0001
TRXUSDT,2024-12-10 15:21:49,0,6,0.0,531.80244,3,12,36717.14159,168979.00662,0.0001
BNBUSDT,2024-12-10 15:21:49,0,12,0.0,9403.75904,0,29,0.0,487309.48264,6.237e-05
SUIUSDT,2024-12-10 15:21:49,0,6,0.0,1692.4176539000002,1,7,18485.8068,92191.13792999998,2.22e-05
HBARUSDT,2024-12-10 15:21:49,0,7,0.0,580.8415499999999,0,0,0.0,0.0,0.0001
LTCUSDT,2024-12-10 15:21:49,0,7,0.0,5681.61553,1,1,12750.3924,15319.393320000001,0.0001
SUSHIUSDT,2024-12-10 15:21:49,0,4,0.0,2974.2834000000003,0,1,0.0,22473.6498,0.0001
UNIUSDT,2024-12-10 15:21:49,0,6,0.0,6132.316999999999,2,4,44827.27074,89408.09598,0.0001
AVAXUSDT,2024-12-10 15:21:49,0,5,0.0,20188.078999999998,4,3,62796.01759999999,42937.9212,0.0001
ALGOUSDT,2024-12-10 15:21:49,0,4,0.0,2984.3243000000007,0,1,0.0,10224.6132,0.0001
ETCUSDT,2024-12-10 15:21:49,0,10,0.0,18881.109790000006,1,0,13924.6138,0.0,0.0001
DOTUSDT,2024-12-10 15:21:49,0,9,0.0,10053.1477,0,0,0.0,0.0,0.0001
FILUSDT,2024-12-10 15:21:49,0,6,0.0,1035.0518000000002,1,0,25094.044800000003,0.0,0.0001
ARBUSDT,2024-12-10 15:21:49,0,4,0.0,7871.8424264,3,0,62320.3875,0.0,0.0001
BCHUSDT,2024-12-10 15:21:49,0,9,0.0,3546.1180000000004,0,1,0.0,16949.996,0.0001
WLDUSDT,2024-12-10 15:21:49,0,10,0.0,8622.0775734,2,2,22549.857799999998,23291.4179,4.367e-05
CRVUSDT,2024-12-10 15:21:49,1,9,24.9333,24046.8032,0,1,0.0,14063.044799999998,0.0001
NEARUSDT,2024-12-10 15:21:49,0,2,0.0,269.62620000000004,0,1,0.0,11264.6556,0.0001
XLMUSDT,2024-12-10 15:21:49,0,4,0.0,708.34774,0,0,0.0,0.0,0.0001
SANDUSDT,2024-12-10 15:21:49,0,6,0.0,7286.7219000000005,0,0,0.0,0.0,0.0001
AAVEUSDT,2024-12-10 15:21:49,0,7,0.0,10167.3603,8,2,260458.98579999997,23710.4891,0.0001
RENDERUSDT,2024-12-10 15:21:49,0,3,0.0,3649.4243843400004,0,1,0.0,10020.48672,5e-05
APTUSDT,2024-12-10 15:21:49,0,4,0.0,9773.981225,1,3,10744.5789,50850.6569,0.0001
FTMUSDT,2024-12-10 15:21:49,0,5,0.0,414.319697,0,1,0.0,13687.471599999999,0.0001
OPUSDT,2024-12-10 15:21:49,0,6,0.0,9008.863374510001,0,1,0.0,14049.107999999998,0.0001
BTCUSDT,2024-12-10 15:22:49,0,5,0.0,9112.81617,21,69,556402.9616536,2519902.5547235995,0.0001
ETHUSDT,2024-12-10 15:22:49,1,1,365.63100000000003,10887.119999999999,25,36,474932.31002200005,781631.445792,0.0001
XRPUSDT,2024-12-10 15:22:49,0,4,0.0,2700.4426700000004,13,25,229898.6289,385165.2548,0.0001
SOLUSDT,2024-12-10 15:22:49,0,2,0.0,636.4893,3,11,35117.9464,175475.41379,0.0001
LINKUSDT,2024-12-10 15:22:49,0,4,0.0,4336.018120000001,0,2,0.0,22928.353199999998,0.0001
ADAUSDT,2024-12-10 15:22:49,0,2,0.0,9.845379999999999,4,2,98352.45964000002,23194.25955,0.0001
TRXUSDT,2024-12-10 15:22:49,0,3,0.0,286.77250000000004,7,7,98284.65279000001,131170.6656,0.0001
BNBUSDT,2024-12-10 15:22:49,0,5,0.0,941.5747700000002,2,6,30088.68462,94251.57101,6.237e-05
SUIUSDT,2024-12-10 15:22:49,0,2,0.0,3056.8480209,0,0,0.0,0.0,2.22e-05
HBARUSDT,2024-12-10 15:22:49,0,5,0.0,12108.071239999997,1,7,11768.96154,149546.60000000003,0.0001
LTCUSDT,2024-12-10 15:22:49,0,1,0.0,539.15,1,1,11205.81876,14892.20532,0.0001
SUSHIUSDT,2024-12-10 15:22:49,0,4,0.0,33161.095700000005,0,0,0.0,0.0,0.0001
UNIUSDT,2024-12-10 15:22:49,0,2,0.0,23244.054,0,7,0.0,86409.26934999999,0.0001
AVAXUSDT,2024-12-10 15:22:49,0,1,0.0,21128.6628,3,4,41674.7393,78230.3013,0.0001
ALGOUSDT,2024-12-10 15:22:49,0,1,0.0,1190.11974,0,5,0.0,63541.9309,0.0001
ETCUSDT,2024-12-10 15:22:49,0,1,0.0,5.63654,1,0,11955.944,0.0,0.0001
DOTUSDT,2024-12-10 15:22:49,0,4,0.0,3542.6926,0,0,0.0,0.0,0.0001
FILUSDT,2024-12-10 15:22:49,0,1,0.0,302.15000000000003,0,0,0.0,0.0,0.0001
ARBUSDT,2024-12-10 15:22:49,0,1,0.0,12.182872,0,0,0.0,0.0,0.0001
BCHUSDT,2024-12-10 15:22:49,0,2,0.0,2944.8513000000003,2,2,26095.058,42622.5239,0.0001
WLDUSDT,2024-12-10 15:22:49,0,6,0.0,11607.691782699998,5,13,76804.9902,312102.27509999997,4.367e-05
CRVUSDT,2024-12-10 15:22:49,0,5,0.0,1742.4482,0,6,0.0,133088.96315999998,0.0001
NEARUSDT,2024-12-10 15:22:49,0,2,0.0,1507.9119,0,0,0.0,0.0,0.0001
XLMUSDT,2024-12-10 15:22:49,0,2,0.0,587.165,0,1,0.0,16172.2332,0.0001
SANDUSDT,2024-12-10 15:22:49,0,1,0.0,301.3824,0,0,0.0,0.0,0.0001
AAVEUSDT,2024-12-10 15:22:49,0,1,0.0,26.9304,0,0,0.0,0.0,0.0001
RENDERUSDT,2024-12-10 15:22:49,0,0,0.0,0.0,0,0,0.0,0.0,5e-05
APTUSDT,2024-12-10 15:22:49,0,0,0.0,0.0,0,2,0.0,45362.599,0.0001
FTMUSDT,2024-12-10 15:22:49,0,1,0.0,304.67988,3,5,40415.454,76032.414,0.0001
OPUSDT,2024-12-10 15:22:49,0,1,0.0,7.34516518,1,0,11168.38575,0.0,0.0001
BTCUSDT,2024-12-10 15:23:49,0,5,0.0,8045.0269100000005,64,59,2098254.6063787006,1569200.5233076995,0.0001
ETHUSDT,2024-12-10 15:23:49,0,4,0.0,68718.66978000001,41,67,1143792.4816829998,2170452.556621,0.0001
XRPUSDT,2024-12-10 15:23:49,0,3,0.0,10683.82662,19,24,303715.0159,438218.2559,0.0001
SOLUSDT,2024-12-10 15:23:49,0,4,0.0,56511.204900000004,25,41,414937.09518,886843.5784499999,0.0001
LINKUSDT,2024-12-10 15:23:49,0,1,0.0,2779.99722,1,2,14929.3353,25082.129,0.0001
ADAUSDT,2024-12-10 15:23:49,0,2,0.0,1628.85483,1,11,21787.87184,187393.27824,0.0001
TRXUSDT,2024-12-10 15:23:49,0,4,0.0,282.91642,2,2,32021.970419999998,23635.145,0.0001
BNBUSDT,2024-12-10 15:23:49,0,2,0.0,1760.36926,0,3,0.0,38919.07642,6.237e-05
SUIUSDT,2024-12-10 15:23:49,0,1,0.0,17.135970599999997,1,0,15663.978510000003,0.0,2.22e-05
HBARUSDT,2024-12-10 15:23:49,0,4,0.0,2948.9956100000004,1,0,21072.1632,0.0,0.0001
LTCUSDT,2024-12-10 15:23:49,0,4,0.0,895.56843,0,0,0.0,0.0,0.0001
SUSHIUSDT,2024-12-10 15:23:49,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
UNIUSDT,2024-12-10 15:23:49,0,1,0.0,406.4391,0,0,0.0,0.0,0.0001
AVAXUSDT,2024-12-10 15:23:49,0,1,0.0,262.8144,0,1,0.0,13115.9928,0.0001
ALGOUSDT,2024-12-10 15:23:49,0,2,0.0,1305.8659499999999,0,0,0.0,0.0,0.0001
ETCUSDT,2024-12-10 15:23:49,0,2,0.0,8346.51581,0,1,0.0,20522.331,0.0001
DOTUSDT,2024-12-10 15:23:49,0,3,0.0,1221.9180999999999,1,0,15973.42464,0.0,0.0001
FILUSDT,2024-12-10 15:23:49,0,6,0.0,19822.1362,0,0,0.0,0.0,0.0001
ARBUSDT,2024-12-10 15:23:49,0,3,0.0,9497.8989488,0,0,0.0,0.0,0.0001
BCHUSDT,2024-12-10 15:23:49,0,2,0.0,4920.6089,0,0,0.0,0.0,0.0001
WLDUSDT,2024-12-10 15:23:49,0,5,0.0,13315.272121900001,0,0,0.0,0.0,4.367e-05
CRVUSDT,2024-12-10 15:23:49,0,2,0.0,661.8409999999999,1,0,12138.70024,0.0,0.0001
NEARUSDT,2024-12-10 15:23:49,0,2,0.0,750.282,0,0,0.0,0.0,0.0001
XLMUSDT,2024-12-10 15:23:49,0,1,0.0,9816.97946,0,0,0.0,0.0,0.0001
SANDUSDT,2024-12-10 15:23:49,0,4,0.0,53189.06441,0,2,0.0,24517.356,0.0001
AAVEUSDT,2024-12-10 15:23:49,0,1,0.0,161.5056,0,0,0.0,0.0,0.0001
RENDERUSDT,2024-12-10 15:23:49,0,0,0.0,0.0,0,0,0.0,0.0,5e-05
APTUSDT,2024-12-10 15:23:49,0,4,0.0,861.0360900000001,7,3,129032.663,64010.4195,0.0001
FTMUSDT,2024-12-10 15:23:49,0,1,0.0,97.23916799999999,1,6,10191.0324,81908.688,0.0001
OPUSDT,2024-12-10 15:23:49,0,2,0.0,132.87587857,0,0,0.0,0.0,0.0001
BTCUSDT,2024-12-10 15:24:49,0,1,0.0,193.81022000000002,22,53,509226.79746969993,1446378.7909700996,0.0001
ETHUSDT,2024-12-10 15:24:49,0,5,0.0,70475.768,84,63,1811944.243274,1430802.8941089998,0.0001
XRPUSDT,2024-12-10 15:24:49,0,0,0.0,0.0,34,17,647472.7111999999,319608.1103,0.0001
SOLUSDT,2024-12-10 15:24:49,0,1,0.0,3813.0714,12,27,236728.5364,441088.95092999993,0.0001
LINKUSDT,2024-12-10 15:24:49,0,1,0.0,2968.9752000000003,2,4,20415.5466,59600.1548,0.0001
ADAUSDT,2024-12-10 15:24:49,0,0,0.0,0.0,4,2,62268.78440999999,23657.4869,0.0001
TRXUSDT,2024-12-10 15:24:49,0,0,0.0,0.0,2,6,24487.49342,119360.82834,0.0001
BNBUSDT,2024-12-10 15:24:49,0,2,0.0,80.57078000000001,3,0,42664.51408,0.0,6.237e-05
SUIUSDT,2024-12-10 15:24:49,1,0,100.9938585,0.0,0,0,0.0,0.0,2.22e-05
HBARUSDT,2024-12-10 15:24:49,0,2,0.0,5777.785530000001,3,0,50558.42594,0.0,0.0001
LTCUSDT,2024-12-10 15:24:49,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
SUSHIUSDT,2024-12-10 15:24:49,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
UNIUSDT,2024-12-10 15:24:49,0,2,0.0,466.3596,0,0,0.0,0.0,0.0001
AVAXUSDT,2024-12-10 15:24:49,0,0,0.0,0.0,1,1,15937.5648,12909.8856,0.0001
ALGOUSDT,2024-12-10 15:24:49,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ETCUSDT,2024-12-10 15:24:49,0,0,0.0,0.0,1,0,10461.588,0.0,0.0001
DOTUSDT,2024-12-10 15:24:49,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
FILUSDT,2024-12-10 15:24:49,0,2,0.0,6930.7861,0,1,0.0,13549.514759999998,0.0001
ARBUSDT,2024-12-10 15:24:49,0,2,0.0,1683.0630104,0,1,0.0,11187.785999999998,0.0001
BCHUSDT,2024-12-10 15:24:49,0,1,0.0,56.976299999999995,0,0,0.0,0.0,0.0001
WLDUSDT,2024-12-10 15:24:49,0,0,0.0,0.0,2,0,25611.3856,0.0,4.367e-05
CRVUSDT,2024-12-10 15:24:49,0,1,0.0,642.8525999999999,0,0,0.0,0.0,0.0001
NEARUSDT,2024-12-10 15:24:49,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
XLMUSDT,2024-12-10 15:24:49,0,1,0.0,1931.64419,0,0,0.0,0.0,0.0001
SANDUSDT,2024-12-10 15:24:49,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
AAVEUSDT,2024-12-10 15:24:49,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
RENDERUSDT,2024-12-10 15:24:49,0,0,0.0,0.0,0,0,0.0,0.0,5e-05
APTUSDT,2024-12-10 15:24:49,0,0,0.0,0.0,0,1,0.0,20655.543299999998,0.0001
FTMUSDT,2024-12-10 15:24:49,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
OPUSDT,2024-12-10 15:24:49,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BTCUSDT,2024-12-10 15:25:49,0,11,0.0,34586.28646,24,98,752109.4260814,2299248.806749299,0.0001
ETHUSDT,2024-12-10 15:25:49,0,10,0.0,37019.31521,40,46,823947.8627080003,901790.5531870001,0.0001
XRPUSDT,2024-12-10 15:25:49,2,3,174.29125,7110.05739,16,4,248984.51810000002,69357.6794,0.0001
SOLUSDT,2024-12-10 15:25:49,0,7,0.0,59893.39229999999,20,10,267087.31326,135033.82059999998,0.0001
LINKUSDT,2024-12-10 15:25:49,0,2,0.0,2185.05649,0,2,0.0,30550.9462,0.0001
ADAUSDT,2024-12-10 15:25:49,0,2,0.0,37.346239999999995,4,1,65961.65333999999,10191.2494,0.0001
TRXUSDT,2024-12-10 15:25:49,0,2,0.0,13104.276139999998,3,2,54912.07935,45282.31788,0.0001
BNBUSDT,2024-12-10 15:25:49,0,4,0.0,3874.04623,0,0,0.0,0.0,6.237e-05
SUIUSDT,2024-12-10 15:25:49,0,2,0.0,27610.1002333,0,0,0.0,0.0,2.22e-05
HBARUSDT,2024-12-10 15:25:49,1,7,38.78076,3428.68023,1,3,11695.738000000001,69637.45950000001,0.0001
LTCUSDT,2024-12-10 15:25:49,0,4,0.0,1595.9345899999998,1,2,13088.63445,27339.295700000002,0.0001
SUSHIUSDT,2024-12-10 15:25:49,1,4,16.7808,293.7069,0,1,0.0,11765.7774,0.0001
UNIUSDT,2024-12-10 15:25:49,0,2,0.0,210.28719999999998,0,1,0.0,17134.49112,0.0001
AVAXUSDT,2024-12-10 15:25:49,0,1,0.0,43.7445,3,5,66722.6808,69224.05559999999,0.0001
ALGOUSDT,2024-12-10 15:25:49,1,0,18.42247,0.0,0,0,0.0,0.0,0.0001
ETCUSDT,2024-12-10 15:25:49,0,1,0.0,2206.1684999999998,0,0,0.0,0.0,0.0001
DOTUSDT,2024-12-10 15:25:49,0,4,0.0,8052.5332,1,6,11948.6367,115091.77664,0.0001
FILUSDT,2024-12-10 15:25:49,0,2,0.0,164.7926,0,0,0.0,0.0,0.0001
ARBUSDT,2024-12-10 15:25:49,0,3,0.0,349.40261790000005,0,0,0.0,0.0,0.0001
BCHUSDT,2024-12-10 15:25:49,0,4,0.0,4525.81942,0,0,0.0,0.0,0.0001
WLDUSDT,2024-12-10 15:25:49,0,5,0.0,6519.6568601,0,2,0.0,31206.947999999997,4.367e-05
CRVUSDT,2024-12-10 15:25:49,1,4,34.9146,332.8076,0,3,0.0,73268.9035,0.0001
NEARUSDT,2024-12-10 15:25:49,0,2,0.0,761.9574,1,0,11603.7728,0.0,0.0001
XLMUSDT,2024-12-10 15:25:49,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
SANDUSDT,2024-12-10 15:25:49,0,2,0.0,1712.82798,4,7,97089.16,135523.8203,0.0001
AAVEUSDT,2024-12-10 15:25:49,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
RENDERUSDT,2024-12-10 15:25:49,0,2,0.0,19.432064099999998,0,0,0.0,0.0,5e-05
APTUSDT,2024-12-10 15:25:49,0,1,0.0,5.56886,1,0,12018.37,0.0,0.0001
